stop_id,stop_name,code,distance,stop_points/0/code,stop_points/0/stop_id,stop_points/0/stop_lat,stop_points/0/stop_lon,stop_points/0/stop_name,stop_points/1/code,stop_points/1/stop_id,stop_points/1/stop_lat,stop_points/1/stop_lon,stop_points/1/stop_name,stop_points/2/code,stop_points/2/stop_id,stop_points/2/stop_lat,stop_points/2/stop_lon,stop_points/2/stop_name,stop_points/3/code,stop_points/3/stop_id,stop_points/3/stop_lat,stop_points/3/stop_lon,stop_points/3/stop_name,stop_points/4/code,stop_points/4/stop_id,stop_points/4/stop_lat,stop_points/4/stop_lon,stop_points/4/stop_name,stop_points/5/code,stop_points/5/stop_id,stop_points/5/stop_lat,stop_points/5/stop_lon,stop_points/5/stop_name
SPFLDCFD,Springfield and Country Fair Dr.,MTD7311,7344.03,MTD7311,SPFLDCFD:2,40.1127,-88.282768,Springfield & Country Fair Dr. (SE),MTD7311,SPFLDCFD:3,40.112818,-88.283102,Springfield & Country Fair Dr. (SW),MTD7311,SPFLDCFD:6,40.112811,-88.281928,Springfield & Country Fair Dr. (SE Far),,,,,,,,,,,,,,,
SPFLDDNCN,Springfield and Duncan,MTD6353,4003.16,MTD6353,SPFLDDNCN:1,40.113078,-88.295275,Springfield & Duncan (NE Corner),MTD6353,SPFLDDNCN:2,40.11257,-88.295338,Springfield & Duncan (SE Corner),MTD6353,SPFLDDNCN:3,40.112984,-88.295776,Springfield & Duncan (SW Corner),MTD6353,SPFLDDNCN:4,40.113346,-88.295493,Springfield & Duncan (NW Corner),MTD6353,SPFLDDNCN:9,40.113711,-88.295526,Springfield & Duncan (NW),,,,,
SPFLDFLDSTN,Springfield and Fieldstone,MTD5850,1941.52,MTD5850,SPFLDFLDSTN:4,40.113433,-88.311049,Springfield & Fieldstone (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SPFLDGRGST,Springfield and Gregory St.,MTD5572,24540.21,MTD5572,SPFLDGRGST:1,40.112823,-88.22055,Springfield & Gregory St. (NE Corner),MTD5572,SPFLDGRGST:3,40.112747,-88.220808,Springfield & Gregory St. (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDHVY,Springfield and Harvey,MTD4013,24077.16,MTD4013,SPFLDHVY:1,40.112813,-88.222197,Springfield & Harvey (NE Corner),MTD4013,SPFLDHVY:3,40.11276,-88.222488,Springfield & Harvey (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDJAS,Springfield and James,MTD4330,12223.78,MTD4330,SPFLDJAS:1,40.112742,-88.264917,Springfield & James (NE Corner),MTD4330,SPFLDJAS:3,40.112683,-88.265042,Springfield & James (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDKNWD,Springfield and Kenwood,MTD5164,6424.33,MTD5164,SPFLDKNWD:1,40.113117,-88.285867,Springfield & Kenwood (NE Corner),MTD5164,SPFLDKNWD:2,40.112598,-88.286015,Springfield & Kenwood (SE Corner),MTD5164,SPFLDKNWD:3,40.112852,-88.286292,Springfield & Kenwood (SW Corner),MTD5164,SPFLDKNWD:7,40.112485,-88.286138,Springfield & Kenwood (SW Far Side),,,,,,,,,,
SPFLDLNCLN,Springfield and Lincoln,MTD4307,24926.2,MTD4307,SPFLDLNCLN:3,40.11233,-88.21943,Lincoln & Springfield (SW Far Side),,,,,,,,,,,,,,,,,,,,,,,,,
SPFLDLYN,Springfield and Lynn,MTD2660,15891.33,MTD2660,SPFLDLYN:1,40.112658,-88.25158,Springfield & Lynn (NE Corner),MTD2660,SPFLDLYN:3,40.112578,-88.25186,Springfield & Lynn (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDMATS,Springfield and Mattis,MTD8302,9115.43,MTD8302,SPFLDMATS:2,40.112553,-88.276675,Springfield & Mattis (SE Corner),MTD8302,SPFLDMATS:3,40.112751,-88.277405,Springfield & Mattis (SW Corner),MTD8302,SPFLDMATS:6,40.112752,-88.2752,Springfield & Mattis (SE Far Side),MTD8302,SPFLDMATS:9,40.112892,-88.274953,Springfield & Mattis (NE),,,,,,,,,,
SPFLDMCNLY,Springfield and McKinley,MTD3446,12889.54,MTD3446,SPFLDMCNLY:1,40.112705,-88.262465,Springfield & McKinley (NE Corner),MTD3446,SPFLDMCNLY:3,40.112665,-88.26268,Springfield & McKinley (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDNEW,Springfield and New,MTD4740,15200.74,MTD4740,SPFLDNEW:1,40.112675,-88.254125,Springfield & New (NE Corner),MTD4740,SPFLDNEW:3,40.112578,-88.254345,Springfield & New (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDPINE,Springfield and Pine,MTD4347,14725.05,MTD4347,SPFLDPINE:3,40.112588,-88.255943,Springfield & Pine (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SPFLDPRC,Springfield at Phillips Rec. Ctr.,MTD2341,26295.53,MTD2341,SPFLDPRC:1,40.112269,-88.214079,Springfield at Phillips Rec. Ctr (South),MTD2341,SPFLDPRC:2,40.11243,-88.214612,Springfield at Phillips Rec. Ctr (North),,,,,,,,,,,,,,,,,,,,
SPFLDPRRE,Springfield and Prairie,MTD4432,16807.35,MTD4432,SPFLDPRRE:1,40.11266,-88.24838,Springfield & Prairie (NE Corner),MTD4432,SPFLDPRRE:3,40.11256,-88.248535,Springfield & Prairie (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDPSPCT,Springfield and Prospect,MTD1746,14198.38,MTD1746,SPFLDPSPCT:2,40.112431,-88.257805,Springfield & Prospect (SE Corner),MTD1746,SPFLDPSPCT:4,40.112805,-88.25789,Springfield & Prospect (NW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDRSL,Springfield and Russell,MTD5647,11582.12,MTD5647,SPFLDRSL:1,40.11281,-88.26719,Springfield & Russell (NE Corner),MTD5647,SPFLDRSL:3,40.112663,-88.267412,Springfield & Russell (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDRYLCT,Springfield and Royal Ct.,MTD6531,10566.45,MTD6531,SPFLDRYLCT:1,40.112855,-88.270997,Springfield & Royal Ct. (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SPFLDVNDRN,Springfield and VanDoren,MTD6134,14578.07,MTD6134,SPFLDVNDRN:1,40.112685,-88.256485,Springfield & VanDoren (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SPFLDWLS,Springfield and Willis,MTD3315,13548.67,MTD3315,SPFLDWLS:1,40.112682,-88.260122,Springfield & Willis (NE Corner),MTD3315,SPFLDWLS:3,40.112635,-88.26026,Springfield & Willis (SW Corner),,,,,,,,,,,,,,,,,,,,
SPFLDWLWN,Springfield and Westlawn,MTD2421,10431.68,MTD2421,SPFLDWLWN:3,40.112712,-88.271458,Springfield & Westlawn (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SPRINGPLAS,Springfield at Plastipak,MTD7196,2434.48,MTD7196,SPRINGPLAS:4,40.113306,-88.30227,Springfield at  Plastipak (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SSTNGLNA,Susan Stone and Galena,MTD3043,36293.74,MTD3043,SSTNGLNA:2,40.081181,-88.183494,Susan Stone & Galena (SE Corner),MTD3043,SSTNGLNA:4,40.081347,-88.183392,Susan Stone & Galena (NW Corner),,,,,,,,,,,,,,,,,,,,
SSTNMOS,Susan Stone and Moss,MTD4176,36538.99,MTD4176,SSTNMOS:2,40.082008,-88.182247,Susan Stone & Moss (SE Corner),MTD4176,SSTNMOS:4,40.082102,-88.18223,Susan Stone & Moss (West Side),,,,,,,,,,,,,,,,,,,,
SSTNMYRA,Susan Stone and Myra Ridge,MTD6554,35952.59,MTD6554,SSTNMYRA:1,40.08012,-88.185147,Susan Stone & Myra Ridge (NE Corner),MTD6554,SSTNMYRA:2,40.080003,-88.185217,Susan Stone & Myra Ridge (SE Corner),,,,,,,,,,,,,,,,,,,,
SSTNSMT,Susan Stone and Summit,MTD6334,36617.42,MTD6334,SSTNSMT:2,40.083222,-88.181467,Susan Stone & Summit (East Side),MTD6334,SSTNSMT:4,40.083368,-88.181557,Susan Stone & Summit (NW Corner),,,,,,,,,,,,,,,,,,,,
SSXOKMNT,Sussex and Oakmont,MTD4854,16008.27,MTD4854,SSXOKMNT:1,40.077412,-88.268242,Sussex & Oakmont (NE Corner),MTD4854,SSXOKMNT:3,40.077259,-88.268341,Sussex & Oakmont (SW Corner),,,,,,,,,,,,,,,,,,,,
SSXSFLD,Sussex and Southfield,MTD2410,16293.49,MTD2410,SSXSFLD:1,40.077999,-88.265907,Sussex & Southfield (NE Corner),MTD2410,SSXSFLD:3,40.077934,-88.26619,Sussex & Southfield (SW Corner),,,,,,,,,,,,,,,,,,,,
SSXWIND,Sussex and Windward,MTD9105,15580.35,MTD9105,SSXWIND:1,40.077087,-88.270714,Sussex & Windward (NE Corner),MTD9105,SSXWIND:3,40.077175,-88.270889,Sussex & Windward (SW Corner),,,,,,,,,,,,,,,,,,,,
SSXWTRFD,Sussex and Waterford,MTD1166,16051.56,MTD1166,SSXWTRFD:3,40.077824,-88.267437,Sussex & Waterford (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STDMOAK,Stadium and Oak,MTD4373,18793.04,MTD4373,STDMOAK:3,40.102675,-88.24167,Stadium & Oak (SW Corner),MTD4373,STDMOAK:8,40.102742,-88.241791,Stadium & Oak (NW Far Side),,,,,,,,,,,,,,,,,,,,
STEAVNDL,State and Avondale,MTD6062,17332.43,MTD6062,STEAVNDL:4,40.10333,-88.246742,State & Avondale (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEBRCH,State and Birch,MTD0523,17535.41,MTD0523,STEBRCH:2,40.099793,-88.24662,State & Birch (SE Corner),MTD0523,STEBRCH:4,40.099982,-88.246738,State & Birch (NW Corner),,,,,,,,,,,,,,,,,,,,
STEBRD,State and Beardsley,MTD0235,18362.57,MTD0235,STEBRD:4,40.126547,-88.246947,State & Beardsley (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STECLARK,State and Clark,MTD3153,17361.98,MTD3153,STECLARK:4,40.115428,-88.246873,State & Clark (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STECLMBA,State and Columbia,MTD2754,17833.56,MTD2754,STECLMBA:4,40.121272,-88.246905,State & Columbia (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEHIL,State and Hill,MTD4150,17612.48,MTD4150,STEHIL:4,40.119311,-88.246897,State & Hill (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEHLY,State and Healey,MTD6467,17237.42,MTD6467,STEHLY:4,40.111782,-88.246823,State & Healey (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEHSL,State and Hessel Blvd.,MTD5034,17432.89,MTD5034,STEHSL:1,40.102332,-88.24651,State & Hessel (NE Corner),MTD5034,STEHSL:2,40.102148,-88.24665,State & Hessel (SE Corner),,,,,,,,,,,,,,,,,,,,
STEJOHN,State and John,MTD1661,17211.91,MTD1661,STEJOHN:1,40.109025,-88.246607,State & John (NE Corner),MTD1661,STEJOHN:3,40.108965,-88.246905,State & John (SW Corner),MTD1661,STEJOHN:4,40.10907,-88.246834,State & John (NW Corner),,,,,,,,,,,,,,,
STEPK,State and Park,MTD0074,17479,MTD0074,STEPK:4,40.117393,-88.24687,State & Park (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STESPFLD,State and Springfield,MTD2746,17255.82,MTD2746,STESPFLD:1,40.11269,-88.24661,State & Springfield (NE Corner),MTD2746,STESPFLD:3,40.112535,-88.246973,State & Springfield (SW Corner),MTD2746,STESPFLD:4,40.112768,-88.246868,State & Springfield (NW Corner),,,,,,,,,,,,,,,
STESTNAG,State and Stanage,MTD1714,17270.06,MTD1714,STESTNAG:4,40.105002,-88.246758,State & Stanage (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STETC,State and Trade Center Dr.,MTD3710,17770.44,MTD3710,STETC:2,40.096903,-88.246595,State & Trade Center Dr. (SE Corner),MTD3710,STETC:4,40.097025,-88.246695,State & Trade Center Dr. (NW Corner),,,,,,,,,,,,,,,,,,,,
STETRMNT,State and Tremont,MTD6320,18136.37,MTD6320,STETRMNT:4,40.124687,-88.246933,State & Tremont (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEUNI,State and University,MTD2450,17392.33,MTD2450,STEUNI:3,40.116233,-88.247017,State & University (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEVIN,State and Vine,MTD2315,17885.36,MTD2315,STEVIN:1,40.122145,-88.246665,State & Vine (NE Corner),MTD2315,STEVIN:3,40.122108,-88.246927,State & Vine (SW Corner),MTD2315,STEVIN:4,40.122227,-88.24693,State & Vine (NW Corner),,,,,,,,,,,,,,,
STEWASH,State and Washington,MTD3501,17692.13,MTD3501,STEWASH:4,40.120314,-88.246914,State & Washington (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEWHT,State and White,MTD1404,17314.87,MTD1404,STEWHT:4,40.11448,-88.246878,State & White (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STEWLM,State and William,MTD4525,17220.39,MTD4525,STEWLM:4,40.106927,-88.246792,State & William (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STLYAMHT,Staley and Amherst,MTD2012,3404.04,MTD2012,STLYAMHT:2,40.100447,-88.314273,Staley & Amherst (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STLYCPRRDG,Staley and Copper Ridge,MTD8263,8719.95,MTD8263,STLYCPRRDG:4,40.085245,-88.314185,Staley & Copper Ridge (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STLYINV,Staley and Inverness,MTD4588,1812.87,MTD4588,STLYINV:1,40.106568,-88.314274,Staley & Inverness (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STLYKBY,Staley and Kirby,MTD0427,4037.63,MTD0427,STLYKBY:2,40.098528,-88.314245,Staley & Kirby (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STLYTRNBRY,Staley and Turnberry,MTD2422,2490.37,MTD2422,STLYTRNBRY:2,40.103445,-88.314347,Staley & Turnberry (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
STMARYSIHTL,St. Mary's Road at iHotel,MTD7563,20574.9,MTD7563,STMARYSIHTL:1,40.094405,-88.237127,St. Mary's Road at iHotel (South Side),,,,,,,,,,,,,,,,,,,,,,,,,
STNCRKBN,Stone Creek and Bohn,MTD8583,38117.49,MTD8583,STNCRKBN:2,40.096042,-88.172575,Stone Creek & Bohn (SE Corner),MTD8583,STNCRKBN:4,40.096217,-88.173128,Stone Creek & Bohn (NW Corner),,,,,,,,,,,,,,,,,,,,
STNCRKSTLWTR,Stone Creek and Stillwater Landing,MTD9337,39709.09,MTD9337,STNCRKSTLWTR:1,40.090596,-88.168,Stone Creek & Stillwater Landing (NE),MTD9337,STNCRKSTLWTR:4,40.090623,-88.168277,Stone Creek & Stillwater Landing (NW),,,,,,,,,,,,,,,,,,,,
STNCRKVNTRI,Stone Creek and Venturi,MTD4558,39452.32,MTD4558,STNCRKVNTRI:2,40.093168,-88.168375,Stone Creek & Venturi (SE Corner),MTD4558,STNCRKVNTRI:4,40.093229,-88.168701,Stone Creek & Venturi (NW Corner),,,,,,,,,,,,,,,,,,,,
STP,Colorado at Steer Place,MTD4676,32442.2,MTD4676,STP:1,40.094695,-88.193648,Colorado at Steer Place (South Side),,,,,,,,,,,,,,,,,,,,,,,,,
SUNNYCREST,Sunnycrest Shopping Center,MTD6464,33149.95,MTD6464,SUNNYCREST:1,40.09675,-88.190787,Sunnycrest (West Side),MTD6464,SUNNYCREST:2,40.096527,-88.190637,Sunnycrest (East Side),,,,,,,,,,,,,,,,,,,,
SWALMART,Savoy Walmart,MTD5430,26526.1,MTD5430,SWALMART:1,40.048065,-88.255951,Savoy Walmart (Dunlap Avenue),,,,,,,,,,,,,,,,,,,,,,,,,
SWNDPNDR,Sherwin and Pond Ridge,MTD4275,31901.56,MTD4275,SWNDPNDR:2,40.07405,-88.203492,Sherwin & Pond Ridge (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SWNDPSMN,Sherwin and Persimmon,MTD4741,31079.79,MTD4741,SWNDPSMN:1,40.073558,-88.206952,Sherwin & Persimmon (NE Corner),MTD4741,SWNDPSMN:3,40.073412,-88.207125,Sherwin & Persimmon (South Side),,,,,,,,,,,,,,,,,,,,
SWNDSWNC,Sherwin and Sherwin Cir.,MTD5445,31312.43,MTD5445,SWNDSWNC:3,40.07347,-88.20611,Sherwin & Sherwin Cir. (South Side),MTD5445,SWNDSWNC:4,40.073603,-88.206077,Sherwin & Sherwin Cir. (NW Corner),,,,,,,,,,,,,,,,,,,,
SWNDSWNC2,Sherwin and Sherwin Cir 2,MTD7270,31875.96,MTD7270,SWNDSWNC2:4,40.074365,-88.203415,Sherwin & Sherwin Cir 2 (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SWNDYNKR,Sherwin and Yankee Ridge,MTD1557,31885.77,MTD1557,SWNDYNKR:2,40.07342,-88.203913,Sherwin & Yankee Ridge (SE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SWTCHGRSTRLWY,Switchgrass and Trailway,MTD0231,6437.98,MTD0231,SWTCHGRSTRLWY:4,40.126367,-88.309173,Switchgrass & Trailway (NW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
SWTCHGRSWLDFLWR,Switchgrass and Wildflower,MTD2147,6030.86,MTD2147,SWTCHGRSWLDFLWR:2,40.125119,-88.308856,Switchgrass & Wildflower (SE Corner),MTD2147,SWTCHGRSWLDFLWR:4,40.125276,-88.308981,Switchgrass & Wildflower (NW Corner),,,,,,,,,,,,,,,,,,,,
TAT130,Tatman and Rt. 130,MTD4371,40872.28,MTD4371,TAT130:1,40.11055,-88.1623,Tatman Ct. & Highcross (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
TCA,Town and Country Apts.,MTD6603,31284.52,MTD6603,TCA:1,40.122048,-88.197667,Town & Country Apts. (South Side),MTD6603,TCA:2,40.122103,-88.197763,Town & Country Apts. (North Side),,,,,,,,,,,,,,,,,,,,
TCBMJR,Town Center at Meijer,MTD2015,18364.18,MTD2015,TCBMJR:2,40.142697,-88.259592,Town Center at Meijer (North Side),MTD2015,TCBMJR:8,40.142697,-88.260352,Town Center at Meijer (North Side),,,,,,,,,,,,,,,,,,,,
TCBMNRDS,Town Center and Menards,MTD1567,19845.6,MTD1567,TCBMNRDS:1,40.142568,-88.252547,Town Center & Menards (NE Corner),MTD1567,TCBMNRDS:3,40.142496,-88.253062,Town Center & Menards (SW Corner),,,,,,,,,,,,,,,,,,,,
TCBMRLND,Town Center and Moreland,MTD7425,20209.39,MTD7425,TCBMRLND:1,40.142078,-88.25037,Town Center & Moreland (NE Corner),MTD7425,TCBMRLND:3,40.142006,-88.250844,Town Center & Moreland (SW Corner),,,,,,,,,,,,,,,,,,,,
TCBNEIL,Town Center Blvd and Neil,MTD3562,20731.2,MTD3562,TCBNEIL:1,40.141929,-88.248062,Town Center & Neil (NE Corner),MTD3562,TCBNEIL:2,40.141602,-88.24797,Town Center & Neil (SE Corner),MTD3562,TCBNEIL:3,40.141767,-88.248501,Town Center & Neil (SW Corner),MTD3562,TCBNEIL:4,40.142121,-88.248507,Town Center & Neil (NW Corner),,,,,,,,,,
TCBTGT,Town Center Blvd at Target,MTD0005,19292.76,MTD0005,TCBTGT:1,40.142718,-88.255293,Town Center at Target (NE Corner),MTD0005,TCBTGT:3,40.14255,-88.25565,Town Center at Target (SW Corner),,,,,,,,,,,,,,,,,,,,
TLSNINTER,Toalson and Interstate,MTD5123,21567.08,MTD5123,TLSNINTER:1,40.149162,-88.252136,Toalson & Interstate (NE Corner),MTD5123,TLSNINTER:4,40.149375,-88.252431,Toalson & Interstate (NW Corner),,,,,,,,,,,,,,,,,,,,
TMGTCHHL,Timbergate and Cherry Hills,MTD1145,13353.47,MTD1145,TMGTCHHL:2,40.074633,-88.290598,Timbergate & Cherry Hills (SE Corner),MTD1145,TMGTCHHL:4,40.074753,-88.290636,Timbergate & Cherry Hills (NW Corner),,,,,,,,,,,,,,,,,,,,
TMPSNPK,Bradley and Thompson Park,MTD2527,13861.6,MTD2527,TMPSNPK:1,40.127343,-88.265207,Thompson Park (North Side),,,,,,,,,,,,,,,,,,,,,,,,,
TRLSBRN,Trails and Baronry,MTD4651,35327.6,MTD4651,TRLSBRN:3,40.077878,-88.188531,Trails & Baronry (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
TRLSCHAT,Trails and Chatham,MTD5223,35848.77,MTD5223,TRLSCHAT:3,40.077453,-88.186767,Trails & Chatham (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
TRLSPHILO,Trails and Philo,MTD6424,34852.14,MTD6424,TRLSPHILO:1,40.077915,-88.190315,Trails & Philo (NE Corner),MTD6424,TRLSPHILO:6,40.07785,-88.190167,Trails & Philo (SE Far Side),,,,,,,,,,,,,,,,,,,,
UHS,Urbana High School,MTD2361,27630.87,MTD2361,UHS:1,40.103948,-88.209677,Urbana High School,MTD2361,UHS:2,40.103885,-88.209595,Urbana High School,,,,,,,,,,,,,,,,,,,,
UICU,U of I Credit Union,MTD5616,20954.12,MTD5616,UICU:8,40.087311,-88.238836,U of I Credit Union (NW Far Side),,,,,,,,,,,,,,,,,,,,,,,,,
UMS,Urbana Middle School,MTD4310,28917.25,MTD4310,UMS:7,40.103167,-88.20508,Urbana Middle School,MTD4310,UMS:9,40.103147,-88.205083,Urbana Middle School,,,,,,,,,,,,,,,,,,,,
UNI2ND,University and Second,MTD4210,20149.34,MTD4210,UNI2ND:1,40.116412,-88.236977,University & Second (NE Corner),MTD4210,UNI2ND:4,40.11641,-88.236917,University & Second (NW Corner),MTD4210,UNI2ND:5,40.116549,-88.237023,University & Second (NE Far Side),MTD4210,UNI2ND:6,40.11626,-88.236705,University & Second (SE Far Side),,,,,,,,,,
UNI4TH,University and Fourth,MTD3521,21094.7,MTD3521,UNI4TH:1,40.11643,-88.233462,University & Fourth (NE Corner),MTD3521,UNI4TH:3,40.11627,-88.233727,University & Fourth (SW Corner),,,,,,,,,,,,,,,,,,,,
UNI6TH,University and Sixth,MTD5377,21911.88,MTD5377,UNI6TH:3,40.116293,-88.230742,University & Sixth (SW Corner),MTD5377,UNI6TH:8,40.116451,-88.230554,University & Sixth (NW Far Side),,,,,,,,,,,,,,,,,,,,
UNICENT,University and Central,MTD4025,27385.2,MTD4025,UNICENT:1,40.116567,-88.21073,University & Central (NE Corner),MTD4025,UNICENT:3,40.116445,-88.210973,University & Central (SW Corner),,,,,,,,,,,,,,,,,,,,
UNICTGRV,University and Cottage Grove,MTD5343,31616.2,MTD5343,UNICTGRV:1,40.116275,-88.195768,University & Cottage Grove (NE Corner),MTD5343,UNICTGRV:3,40.116172,-88.195988,University & Cottage Grove (SW Corner),MTD5343,UNICTGRV:9,40.115741,-88.194936,University & Cottage Grove (1101),,,,,,,,,,,,,,,
UNIDRPR,University and Draper,MTD6235,11006.07,MTD6235,UNIDRPR:3,40.11635,-88.270325,University & Draper (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNIELM,University and Elm,MTD0452,16502.8,MTD0452,UNIELM:3,40.116247,-88.250177,University & Elm (SW Corner),MTD0452,UNIELM:4,40.116375,-88.250168,University & Elm (NW Corner),,,,,,,,,,,,,,,,,,,,
UNIFAIR,University and Fair,MTD3062,10401.98,MTD3062,UNIFAIR:3,40.116345,-88.272567,University & Fair (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNIGWN,University and Goodwin,MTD1327,23751.41,MTD1327,UNIGWN:1,40.116468,-88.223846,University & Goodwin (NE Corner),MTD1327,UNIGWN:2,40.116228,-88.223987,University & Goodwin (SE Corner),MTD1327,UNIGWN:6,40.1163,-88.2234,University & Goodwin (SE Far Side),,,,,,,,,,,,,,,
UNIHKRY,University and Hickory,MTD5303,31123.63,MTD5303,UNIHKRY:1,40.1164,-88.197257,University & Hickory (NE Corner),MTD5303,UNIHKRY:3,40.11628,-88.197478,University & Hickory (South Side),,,,,,,,,,,,,,,,,,,,
UNIJAS,University and James,MTD4340,12410.26,MTD4340,UNIJAS:3,40.116283,-88.26512,University & James (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNILNCLN,University and Lincoln,MTD580,25024.38,MTD580,UNILNCLN:7,40.11604,-88.219455,University & Lincoln (SW Far Side),,,,,,,,,,,,,,,,,,,,,,,,,
UNILRMN,University and Lierman,MTD6626,33324.56,MTD6626,UNILRMN:1,40.115785,-88.189345,University & Lierman (NE Corner),MTD6626,UNILRMN:5,40.115985,-88.189457,University & Lierman (NE Far Side),,,,,,,,,,,,,,,,,,,,
UNILYN,University and Lynn,MTD3653,16050.33,MTD3653,UNILYN:3,40.116252,-88.251908,University & Lynn (SW Corner),MTD3653,UNILYN:4,40.116387,-88.251801,University & Lynn (NW Corner),,,,,,,,,,,,,,,,,,,,
UNIMCLGH,University and McCullough,MTD4066,26853.12,MTD4066,UNIMCLGH:1,40.116557,-88.212557,University & McCullough (NE Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNIMCNLY,University and McKinley,MTD2221,13073.72,MTD2221,UNIMCNLY:3,40.116272,-88.26268,University & McKinley (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNIMPL,University and Maple,MTD1266,29720.02,MTD1266,UNIMPL:1,40.116387,-88.202272,University & Maple (NE Corner),MTD1266,UNIMPL:3,40.116255,-88.202563,University & Maple (SW Corner),,,,,,,,,,,,,,,,,,,,
UNINEIL,University and Neil,MTD5450,18287.57,MTD5450,UNINEIL:3,40.116243,-88.243677,University & Neil (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNINEW,University and New,MTD4606,15342.46,MTD4606,UNINEW:3,40.116255,-88.254383,University & New (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNIPRRE,University and Prairie,MTD1350,16948.21,MTD1350,UNIPRRE:3,40.116252,-88.24854,University & Prairie (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNIPSPCT,University and Prospect,MTD1221,14381.52,MTD1221,UNIPSPCT:3,40.116202,-88.258498,University & Prospect (SW Corner),MTD1221,UNIPSPCT:6,40.11621,-88.257355,University & Prospect (SE Far Side),,,,,,,,,,,,,,,,,,,,
UNIRACE,University and Race,MTD2715,27878.76,MTD2715,UNIRACE:1,40.11658,-88.208925,University & Race (NE Corner),MTD2715,UNIRACE:3,40.116457,-88.209225,University & Race (SW Corner),,,,,,,,,,,,,,,,,,,,
UNIRNDLF,University and Randolph,MTD6262,17861.61,MTD6262,UNIRNDLF:2,40.116155,-88.24508,University & Randolph (SE Corner),MTD6262,UNIRNDLF:3,40.116243,-88.245345,University & Randolph (SW Corner),,,,,,,,,,,,,,,,,,,,
UNIRSL,University and Russell,MTD3242,11788.28,MTD3242,UNIRSL:3,40.116312,-88.26742,University & Russell (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
UNISCMR,University and Sycamore,MTD3001,30233.87,MTD3001,UNISCMR:1,40.116393,-88.200463,University & Sycamore (NE Corner),MTD3001,UNISCMR:3,40.116278,-88.200677,University & Sycamore (South Side),,,,,,,,,,,,,,,,,,,,
UNIVCTR,University and Victor,MTD6213,9757.18,MTD6213,UNIVCTR:3,40.116362,-88.27498,University & Victor (SW Corner),,,,,,,,,,,,,,,,,,,,,,,,,
